ep,scene,target_speaker,prompt,gold,gen
S08E07,,Amy,"<Amy>: I’m studying one-celled organisms to try and find the neurochemicals that lead to the feeling of shame.
<Bernadette>: What would a one-celled organism have to be embarrassed about?
<Penny>: Same as all of us, getting out of a car without underwear.
<Bermadette>: Speaking of underwear, I have some interesting news.
<Penny>: Okay, if it’s sometimes Howie wears yours, Leonard already told us.
<Bernadette>: He was being funny. I’m pretty sure. Anyway, I was asked to be a part of a magazine article about the 50 sexiest female scientists in California. Isn’t that cool?
<Amy>:",I think it’s awful.,"Yeah, I’m going to go on the website to see if they’re still accepting submissions.
<Bernadette>: You know, I’ve always thought that women scientists are really underrepresented in"
S08E07,,Penny,"<Bernadette>: What would a one-celled organism have to be embarrassed about?
<Penny>: Same as all of us, getting out of a car without underwear.
<Bermadette>: Speaking of underwear, I have some interesting news.
<Penny>: Okay, if it’s sometimes Howie wears yours, Leonard already told us.
<Bernadette>: He was being funny. I’m pretty sure. Anyway, I was asked to be a part of a magazine article about the 50 sexiest female scientists in California. Isn’t that cool?
<Amy>: I think it’s awful.
<Penny>:",Why would you say that?,"That’s because it’s not you, Amy.
<Amy>: That’s because I’m the sexiest scientist in California.
<Bernadette>: I’m not kidding."
S08E07,,Amy,"<Penny>: Same as all of us, getting out of a car without underwear.
<Bermadette>: Speaking of underwear, I have some interesting news.
<Penny>: Okay, if it’s sometimes Howie wears yours, Leonard already told us.
<Bernadette>: He was being funny. I’m pretty sure. Anyway, I was asked to be a part of a magazine article about the 50 sexiest female scientists in California. Isn’t that cool?
<Amy>: I think it’s awful.
<Penny>: Why would you say that?
<Amy>:","Bernadette is a successful microbiologist. She should be celebrated for her achievements, not her looks. I mean, what kind of message does that send?","Because I’m so much better than you, Penny.
<Penny>: I’m not comparing you to anyone.
<Amy>: That’s not the point. I’m saying you’re not"
S08E07,,Penny,"<Bermadette>: Speaking of underwear, I have some interesting news.
<Penny>: Okay, if it’s sometimes Howie wears yours, Leonard already told us.
<Bernadette>: He was being funny. I’m pretty sure. Anyway, I was asked to be a part of a magazine article about the 50 sexiest female scientists in California. Isn’t that cool?
<Amy>: I think it’s awful.
<Penny>: Why would you say that?
<Amy>: Bernadette is a successful microbiologist. She should be celebrated for her achievements, not her looks. I mean, what kind of message does that send?
<Penny>:",I think the message is check out the rack on that scientist.,"I don’t know, Amy. But I’m sure Bernadette would disagree. She’s always been a role model for me.
<Bernadette>: I’m not a model, Penny."
S08E07,,Bernadette,"<Penny>: Okay, if it’s sometimes Howie wears yours, Leonard already told us.
<Bernadette>: He was being funny. I’m pretty sure. Anyway, I was asked to be a part of a magazine article about the 50 sexiest female scientists in California. Isn’t that cool?
<Amy>: I think it’s awful.
<Penny>: Why would you say that?
<Amy>: Bernadette is a successful microbiologist. She should be celebrated for her achievements, not her looks. I mean, what kind of message does that send?
<Penny>: I think the message is check out the rack on that scientist.
<Bernadette>:",Why can’t someone be thought of as both smart and pretty?,"It’s not the scientist’s fault that they look like they’re just getting ready for work.
<Amy>: I think it’s a terrible idea.
<Penny>: I know. But seriously"
S08E07,,Amy,"<Bernadette>: He was being funny. I’m pretty sure. Anyway, I was asked to be a part of a magazine article about the 50 sexiest female scientists in California. Isn’t that cool?
<Amy>: I think it’s awful.
<Penny>: Why would you say that?
<Amy>: Bernadette is a successful microbiologist. She should be celebrated for her achievements, not her looks. I mean, what kind of message does that send?
<Penny>: I think the message is check out the rack on that scientist.
<Bernadette>: Why can’t someone be thought of as both smart and pretty?
<Amy>:",I just don’t think a professional woman should have to flaunt her sexuality in order to get ahead.,"And what does that have to do with anything?
<Bernadette>: Well, it’s a matter of perspective. And that’s something that women in science are still dealing with.
<Amy>: Yeah,"
S08E07,,Penny,"<Amy>: I think it’s awful.
<Penny>: Why would you say that?
<Amy>: Bernadette is a successful microbiologist. She should be celebrated for her achievements, not her looks. I mean, what kind of message does that send?
<Penny>: I think the message is check out the rack on that scientist.
<Bernadette>: Why can’t someone be thought of as both smart and pretty?
<Amy>: I just don’t think a professional woman should have to flaunt her sexuality in order to get ahead.
<Penny>:","Okay, what’s the big deal? Look, if it helps me make a sale with a physician, I don’t think it hurts to flirt a little. I mean, laugh at their joke, touch their arm, maybe crank up the AC in the car beforehand, you know, to wake up the girls.","I’m glad you’re not a professional woman.
<Amy>: What do you mean?
<Penny>: Well, I’ve always been a little bit envious of the women who can have it all"
S08E07,,Amy,"<Penny>: Why would you say that?
<Amy>: Bernadette is a successful microbiologist. She should be celebrated for her achievements, not her looks. I mean, what kind of message does that send?
<Penny>: I think the message is check out the rack on that scientist.
<Bernadette>: Why can’t someone be thought of as both smart and pretty?
<Amy>: I just don’t think a professional woman should have to flaunt her sexuality in order to get ahead.
<Penny>: Okay, what’s the big deal? Look, if it helps me make a sale with a physician, I don’t think it hurts to flirt a little. I mean, laugh at their joke, touch their arm, maybe crank up the AC in the car beforehand, you know, to wake up the girls.
<Amy>:","Maybe it’s different in the world of sales, but it’s already hard enough for women to be taken seriously in science.","But it’s not like you’re going to be a real doctor anytime soon.
<Penny>: I’m not a real doctor, but I’ve worked in the medical field, and I’ve seen"
S08E07,,Bernadette,"<Amy>: Bernadette is a successful microbiologist. She should be celebrated for her achievements, not her looks. I mean, what kind of message does that send?
<Penny>: I think the message is check out the rack on that scientist.
<Bernadette>: Why can’t someone be thought of as both smart and pretty?
<Amy>: I just don’t think a professional woman should have to flaunt her sexuality in order to get ahead.
<Penny>: Okay, what’s the big deal? Look, if it helps me make a sale with a physician, I don’t think it hurts to flirt a little. I mean, laugh at their joke, touch their arm, maybe crank up the AC in the car beforehand, you know, to wake up the girls.
<Amy>: Maybe it’s different in the world of sales, but it’s already hard enough for women to be taken seriously in science.
<Bernadette>:","I was kind of excited about the article, but now you’re making me feel bad.","You know what, Amy? I’ll try to think of something else to flirt with them about. Maybe they’ll get the joke.
<Penny>: Or they’ll just get used to it."
S08E07,,Penny,"<Penny>: I think the message is check out the rack on that scientist.
<Bernadette>: Why can’t someone be thought of as both smart and pretty?
<Amy>: I just don’t think a professional woman should have to flaunt her sexuality in order to get ahead.
<Penny>: Okay, what’s the big deal? Look, if it helps me make a sale with a physician, I don’t think it hurts to flirt a little. I mean, laugh at their joke, touch their arm, maybe crank up the AC in the car beforehand, you know, to wake up the girls.
<Amy>: Maybe it’s different in the world of sales, but it’s already hard enough for women to be taken seriously in science.
<Bernadette>: I was kind of excited about the article, but now you’re making me feel bad.
<Penny>:","No, I think you should do whatever you want. You know, maybe if fashion magazines had female scientists in them, I would’ve become a theoretical physicist. Stop smirking at each other.","I’m sorry. I just thought we should celebrate the achievements of women in science. And besides, it’s not like you’re going to go to the prom.
<Amy>: Hey, it’s"
S05E10,4.0,Leonard,"<Raj>: Wild Bill Witchcock.
<Leonard>:",A tribe of Abra-Comanches.,"Yes, Wild Bill was the name of a famous horse in the 1800s.

(Raj is surprised and asks Leonard to tell him more about Wild Bill.)

Leonard: Well, Wild Bill"
S05E10,4.0,Sheldon,"<Raj>: Wild Bill Witchcock.
<Leonard>: A tribe of Abra-Comanches.
<Sheldon>:","Flaming Spittoon. And for the record, I’m very disappointed in you cowpokes. We’re playing our inaugural round of Wild West and Witches, and I’m the only one who bothered to dress for the occasion. Patooie.","A tribe of Comanches.
<Raj>: Wild Bill Hickok.
<Leonard>: A tribe of Cheyenne.
<Sheldon>: A tribe of Sioux.
<Raj>:"
S05E10,4.0,Howard,"<Raj>: Wild Bill Witchcock.
<Leonard>: A tribe of Abra-Comanches.
<Sheldon>: Flaming Spittoon. And for the record, I’m very disappointed in you cowpokes. We’re playing our inaugural round of Wild West and Witches, and I’m the only one who bothered to dress for the occasion. Patooie.
<Howard>:","We’re not wearing cowboy hats, Sheldon. It looks ridiculous.","Uh, I'm a cowboy.
<Sheldon>: What? That's a cowboy hat!
<Leonard>: I wear cowboy boots, Sheldon.
<Raj>:"
S05E10,4.0,Sheldon,"<Raj>: Wild Bill Witchcock.
<Leonard>: A tribe of Abra-Comanches.
<Sheldon>: Flaming Spittoon. And for the record, I’m very disappointed in you cowpokes. We’re playing our inaugural round of Wild West and Witches, and I’m the only one who bothered to dress for the occasion. Patooie.
<Howard>: We’re not wearing cowboy hats, Sheldon. It looks ridiculous.
<Sheldon>:","And I suppose my boots and spurs are ridiculous, too?","Well, we are wearing cowboy hats, and they’re not the kind that are meant to be worn on the stage of the Rose Bowl.
<Leonard>: You know, Sheldon, I can’"
S05E10,4.0,Leonard,"<Raj>: Wild Bill Witchcock.
<Leonard>: A tribe of Abra-Comanches.
<Sheldon>: Flaming Spittoon. And for the record, I’m very disappointed in you cowpokes. We’re playing our inaugural round of Wild West and Witches, and I’m the only one who bothered to dress for the occasion. Patooie.
<Howard>: We’re not wearing cowboy hats, Sheldon. It looks ridiculous.
<Sheldon>: And I suppose my boots and spurs are ridiculous, too?
<Leonard>:",Yeah.,"You don’t have to dress up, Sheldon. You look fine as you are.
<Sheldon>: I don’t know, Leonard. Maybe I’ll just dress up as a cowboy and go home"
S05E10,4.0,Howard,"<Raj>: Wild Bill Witchcock.
<Leonard>: A tribe of Abra-Comanches.
<Sheldon>: Flaming Spittoon. And for the record, I’m very disappointed in you cowpokes. We’re playing our inaugural round of Wild West and Witches, and I’m the only one who bothered to dress for the occasion. Patooie.
<Howard>: We’re not wearing cowboy hats, Sheldon. It looks ridiculous.
<Sheldon>: And I suppose my boots and spurs are ridiculous, too?
<Leonard>: Yeah.
<Howard>:",Very.,"Hey, guys, can you guys just stop being such cowpokes?
<Leonard>: (laughs) Cowpokes!
<Sheldon>: I guess we’re all just trying to survive in"
S05E10,4.0,Raj,"<Leonard>: A tribe of Abra-Comanches.
<Sheldon>: Flaming Spittoon. And for the record, I’m very disappointed in you cowpokes. We’re playing our inaugural round of Wild West and Witches, and I’m the only one who bothered to dress for the occasion. Patooie.
<Howard>: We’re not wearing cowboy hats, Sheldon. It looks ridiculous.
<Sheldon>: And I suppose my boots and spurs are ridiculous, too?
<Leonard>: Yeah.
<Howard>: Very.
<Raj>:",Incredibly so.,"I don’t care. I’m just going to wear my cowboy hat and boots and spurs.
<Leonard>: (pauses)
<Raj>: What’s the matter, Sheld"
S05E10,4.0,Sheldon,"<Sheldon>: Flaming Spittoon. And for the record, I’m very disappointed in you cowpokes. We’re playing our inaugural round of Wild West and Witches, and I’m the only one who bothered to dress for the occasion. Patooie.
<Howard>: We’re not wearing cowboy hats, Sheldon. It looks ridiculous.
<Sheldon>: And I suppose my boots and spurs are ridiculous, too?
<Leonard>: Yeah.
<Howard>: Very.
<Raj>: Incredibly so.
<Sheldon>:",Did it look ridiculous when we got the Satanimals pack and I dressed up as a Beelzebobcat?,"(nodding) And the hat, for the record, is a hat that I made myself.
<Leonard>: I’m just glad we’re not playing Texas Hold ‘Em, where you’d be the"
S05E10,4.0,Leonard,"<Howard>: We’re not wearing cowboy hats, Sheldon. It looks ridiculous.
<Sheldon>: And I suppose my boots and spurs are ridiculous, too?
<Leonard>: Yeah.
<Howard>: Very.
<Raj>: Incredibly so.
<Sheldon>: Did it look ridiculous when we got the Satanimals pack and I dressed up as a Beelzebobcat?
<Leonard>:",Yeah.,"No, it didn’t.
<Howard>: It looked fine.
<Raj>: It looked pretty cool.
<Leonard>: Yeah.

(Raj is the only one who doesn’t think"
S05E10,4.0,Howard,"<Sheldon>: And I suppose my boots and spurs are ridiculous, too?
<Leonard>: Yeah.
<Howard>: Very.
<Raj>: Incredibly so.
<Sheldon>: Did it look ridiculous when we got the Satanimals pack and I dressed up as a Beelzebobcat?
<Leonard>: Yeah.
<Howard>:",Very.,"Very.
<Raj>: And I had to do a karaoke rendition of ""Bohemian Rhapsody"" for the office party.
<Sheldon>: Well, I don't know. Do"
